#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
152312	854954	852308	35117	32723	YML051W	YBR020W	GAL80	GAL1	-	-	Co-purification	physical	Timson DJ (2002)	11964151	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152313	855936	854667	36016	34852	YPL167C	YIL139C	REV3	REV7	PSO1	-	Co-purification	physical	Guo D (2001)	11433034	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152314	854813	850767	34988	31351	YIL004C	YLR078C	BET1	BOS1	SLY12	SEC32	Co-purification	physical	Rexach MF (1994)	8063853	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152315	854813	850973	34988	31536	YIL004C	YLR268W	BET1	SEC22	SLY12	TSL26|SLY2	Co-purification	physical	Rexach MF (1994)	8063853	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152316	852511	853201	32907	33534	YBR210W	YGR284C	ERV15	ERV29	-	-	Co-purification	physical	Rexach MF (1994)	8063853	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152317	854063	851671	34312	32152	YOL090W	YDR097C	MSH2	MSH6	PMS5	PMS3	Co-purification	physical	Alani E (1996)	8816473	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152318	854063	851671	34312	32152	YOL090W	YDR097C	MSH2	MSH6	PMS5	PMS3	Co-purification	physical	Habraken Y (1998)	9545323	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152319	855203	855642	35345	35741	YMR167W	YNL082W	MLH1	PMS1	PMS2	-	Co-purification	physical	Habraken Y (1998)	9545323	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152320	854063	855203	34312	35345	YOL090W	YMR167W	MSH2	MLH1	PMS5	PMS2	Co-purification	physical	Habraken Y (1998)	9545323	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152321	852013	853301	32464	33617	YDR404C	YJL140W	RPB7	RPB4	-	CTF15	Co-purification	physical	Edwards AM (1991)	1985924	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152322	850694	853340	31281	33652	YLR008C	YJL104W	PAM18	PAM16	TIM14	TIM16|MIA1	Co-purification	physical	Kozany C (2004)	14981506	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152323	851811	852059	32277	32503	YDR225W	YDR448W	HTA1	ADA2	H2A1|SPT11	SWI8	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152324	851811	853167	32277	33503	YDR225W	YGR252W	HTA1	GCN5	H2A1|SPT11	AAS104|SWI9|ADA4	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152325	851811	852283	32277	32699	YDR225W	YBL003C	HTA1	HTA2	H2A1|SPT11	H2A2	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152326	851811	852294	32277	32710	YDR225W	YBR009C	HTA1	HHF1	H2A1|SPT11	-	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152327	851811	855701	32277	35797	YDR225W	YNL030W	HTA1	HHF2	H2A1|SPT11	-	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152328	851811	852295	32277	32711	YDR225W	YBR010W	HTA1	HHT1	H2A1|SPT11	SIN2|BUR5	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152329	851811	855700	32277	35796	YDR225W	YNL031C	HTA1	HHT2	H2A1|SPT11	-	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152330	851811	851810	32277	32276	YDR225W	YDR224C	HTA1	HTB1	H2A1|SPT11	SPT12	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152331	851811	852284	32277	32700	YDR225W	YBL002W	HTA1	HTB2	H2A1|SPT11	-	Co-purification	physical	Grant PA (1999)	10026213	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152332	854345	856183	34568	36242	YOR174W	YPR070W	MED4	MED1	-	-	Co-purification	physical	Balciunas D (1999)	9892641	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152333	854345	851559	34568	32049	YOR174W	YDL005C	MED4	MED2	-	-	Co-purification	physical	Balciunas D (1999)	9892641	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152334	854345	856455	34568	36490	YOR174W	YHR058C	MED4	MED6	-	-	Co-purification	physical	Balciunas D (1999)	9892641	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152335	854345	853985	34568	34241	YOR174W	YOL135C	MED4	MED7	-	-	Co-purification	physical	Balciunas D (1999)	9892641	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152336	854345	852492	34568	32890	YOR174W	YBR193C	MED4	MED8	-	-	Co-purification	physical	Balciunas D (1999)	9892641	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152337	853503	854407	33797	34625	YJR045C	YOR232W	SSC1	MGE1	ENS1	YGE1	Co-purification	physical	Bolliger L (1994)	8168496	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152338	850507	855268	31110	35406	YFL036W	YMR228W	RPO41	MTF1	-	-	Co-purification	physical	Mangus DA (1994)	7929382	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152339	850744	852059	31330	32503	YLR055C	YDR448W	SPT8	ADA2	-	SWI8	Co-purification	physical	Sterner DE (1999)	9858534	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152340	850744	852001	31330	32454	YLR055C	YDR392W	SPT8	SPT3	-	-	Co-purification	physical	Sterner DE (1999)	9858534	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152341	850744	852766	31330	33139	YLR055C	YGL112C	SPT8	TAF6	-	TAF60	Co-purification	physical	Sterner DE (1999)	9858534	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152342	850744	851723	31330	32199	YLR055C	YDR145W	SPT8	TAF12	-	TAF61|TAF68	Co-purification	physical	Sterner DE (1999)	9858534	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152343	850744	852497	31330	32895	YLR055C	YBR198C	SPT8	TAF5	-	TAF90	Co-purification	physical	Sterner DE (1999)	9858534	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152344	854465	852592	34678	32983	YOR290C	YBR289W	SNF2	SNF5	SWI2|GAM1|TYE3|HAF1	HAF4|SWI10|TYE4	Co-purification	physical	Cairns BR (1994)	8127913	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152345	854465	853264	34678	33585	YOR290C	YJL176C	SNF2	SWI3	SWI2|GAM1|TYE3|HAF1	TYE2	Co-purification	physical	Cairns BR (1994)	8127913	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152346	854465	856360	34678	36397	YOR290C	YHL025W	SNF2	SNF6	SWI2|GAM1|TYE3|HAF1	-	Co-purification	physical	Cairns BR (1994)	8127913	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152347	854465	856091	34678	36161	YOR290C	YPL016W	SNF2	SWI1	SWI2|GAM1|TYE3|HAF1	GAM3|LPA1|ADR6	Co-purification	physical	Cote J (1994)	8016655	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152348	854465	853264	34678	33585	YOR290C	YJL176C	SNF2	SWI3	SWI2|GAM1|TYE3|HAF1	TYE2	Co-purification	physical	Cote J (1994)	8016655	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152349	854465	856360	34678	36397	YOR290C	YHL025W	SNF2	SNF6	SWI2|GAM1|TYE3|HAF1	-	Co-purification	physical	Cote J (1994)	8016655	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152350	854465	852592	34678	32983	YOR290C	YBR289W	SNF2	SNF5	SWI2|GAM1|TYE3|HAF1	HAF4|SWI10|TYE4	Co-purification	physical	Cote J (1994)	8016655	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152351	854407	851561	34625	32051	YOR232W	YDL003W	MGE1	MCD1	YGE1	SCC1|PDS3|RHC21	Co-purification	physical	Weiss C (2002)	11858722	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152352	854509	852424	34716	32828	YOR332W	YBR127C	VMA4	VMA2	-	VAT2	Co-purification	physical	Tomashek JJ (1997)	9195975	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152353	854509	856148	34716	36214	YOR332W	YPR036W	VMA4	VMA13	-	CLS11	Co-purification	physical	Tomashek JJ (1997)	9195975	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152354	854509	856659	34716	36678	YOR332W	YEL051W	VMA4	VMA8	-	-	Co-purification	physical	Tomashek JJ (1997)	9195975	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152355	855625	850644	35725	300369	YNL098C	YLL016W	RAS2	SDC25	CYR3|CTN5|TSL7|GLC5	-	Co-purification	physical	Poullet P (1995)	7851434	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152356	850504	855645	31107	35744	YFL039C	YNL079C	ACT1	TPM1	ABY1|END7	-	Co-purification	physical	Liu HP (1989)	2643110	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152357	852766	852059	33139	32503	YGL112C	YDR448W	TAF6	ADA2	TAF60	SWI8	Co-purification	physical	Sterner DE (2002)	11777910	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152358	852766	851723	33139	32199	YGL112C	YDR145W	TAF6	TAF12	TAF60	TAF61|TAF68	Co-purification	physical	Sterner DE (2002)	11777910	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152359	852766	851756	33139	32229	YGL112C	YDR176W	TAF6	NGG1	TAF60	ADA3|SWI7	Co-purification	physical	Sterner DE (2002)	11777910	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152360	852766	854017	33139	34269	YGL112C	YOL148C	TAF6	SPT20	TAF60	ADA5	Co-purification	physical	Sterner DE (2002)	11777910	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152361	852228	855974	32646	36052	YBL052C	YPL129W	SAS3	TAF14	-	SWP29|TFG3|ANC1|TAF30	Co-purification	physical	Howe L (2002)	12077334	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152362	856693	856395	36709	36431	YEL020W-A	YHR005C-A	TIM9	TIM10	-	MRS11	Co-purification	physical	Koehler CM (1998)	9822593	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152363	851928	855119	32385	35269	YDR328C	YMR094W	SKP1	CTF13	MGO1	-	Co-purification	physical	Russell ID (1999)	10352012	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152364	855204	855204	35346	35346	YMR168C	YMR168C	CEP3	CEP3	CSL1|CBF3	CSL1|CBF3	Co-purification	physical	Russell ID (1999)	10352012	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152365	855583	851716	35687	32192	YNL139C	YDR138W	THO2	HPR1	ZRG13|RLR1|LDB5	TRF1	Co-purification	physical	Straesser K (2002)	11979277	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152366	855583	854940	35687	35104	YNL139C	YML062C	THO2	MFT1	ZRG13|RLR1|LDB5	MFT52	Co-purification	physical	Straesser K (2002)	11979277	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152367	855583	856572	35687	36601	YNL139C	YHR167W	THO2	THP2	ZRG13|RLR1|LDB5	-	Co-purification	physical	Straesser K (2002)	11979277	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152368	855583	851475	35687	31977	YNL139C	YDL084W	THO2	SUB2	ZRG13|RLR1|LDB5	-	Co-purification	physical	Straesser K (2002)	11979277	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152369	856919	856570	36925	36599	YER172C	YHR165C	BRR2	PRP8	SNU246|SLT22|PRP44|RSS1	SLT21|USA2|RNA8|DNA39|DBF3	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152370	856919	853681	36925	33965	YER172C	YKL173W	BRR2	SNU114	SNU246|SLT22|PRP44|RSS1	GIN10	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152371	856919	852344	36925	32756	YER172C	YBR055C	BRR2	PRP6	SNU246|SLT22|PRP44|RSS1	RNA6|TSM7269	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152372	856919	854485	36925	34697	YER172C	YOR308C	BRR2	SNU66	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152373	856919	852983	36925	33334	YER172C	YGR091W	BRR2	PRP31	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152374	856919	852084	36925	32526	YER172C	YDR473C	BRR2	PRP3	SNU246|SLT22|PRP44|RSS1	RNA3	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152375	856919	856307	36925	36350	YER172C	YPR178W	BRR2	PRP4	SNU246|SLT22|PRP44|RSS1	RNA4	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152376	856919	852449	36925	32851	YER172C	YBR152W	BRR2	SPP381	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152377	856919	852966	36925	33317	YER172C	YGR075C	BRR2	PRP38	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152378	856919	852889	36925	33250	YER172C	YGR006W	BRR2	PRP18	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152379	856919	851460	36925	31964	YER172C	YDL098C	BRR2	SNU23	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152380	856919	856197	36925	36253	YER172C	YPR082C	BRR2	DIB1	SNU246|SLT22|PRP44|RSS1	SNU16	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152381	856919	856687	36925	36703	YER172C	YEL026W	BRR2	SNU13	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152382	856919	856751	36925	36764	YER172C	YER029C	BRR2	SMB1	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152383	856919	852964	36925	33316	YER172C	YGR074W	BRR2	SMD1	SNU246|SLT22|PRP44|RSS1	SPP92	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152384	856919	850981	36925	31543	YER172C	YLR275W	BRR2	SMD2	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152385	856919	850839	36925	31416	YER172C	YLR147C	BRR2	SMD3	SNU246|SLT22|PRP44|RSS1	SLT16	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152386	856919	854330	36925	34555	YER172C	YOR159C	BRR2	SME1	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152387	856919	856312	36925	36354	YER172C	YPR182W	BRR2	SMX3	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152388	856919	850528	36925	31129	YER172C	YFL017W-A	BRR2	SMX2	SNU246|SLT22|PRP44|RSS1	SNP2|YFL018W-A	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152389	856919	852255	36925	32672	YER172C	YBL026W	BRR2	LSM2	SNU246|SLT22|PRP44|RSS1	SNP3|SMX5	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152390	856919	851159	36925	31697	YER172C	YLR438C-A	BRR2	LSM3	SNU246|SLT22|PRP44|RSS1	SMX4|USS2	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152391	856919	856848	36925	36857	YER172C	YER112W	BRR2	LSM4	SNU246|SLT22|PRP44|RSS1	SDB23|USS1	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152392	856919	856889	36925	36895	YER172C	YER146W	BRR2	LSM5	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152393	856919	851984	36925	32437	YER172C	YDR378C	BRR2	LSM6	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152394	856919	855575	36925	35681	YER172C	YNL147W	BRR2	LSM7	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152395	856919	853479	36925	33776	YER172C	YJR022W	BRR2	LSM8	SNU246|SLT22|PRP44|RSS1	-	Co-purification	physical	Gottschalk A (1999)	10449419	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152396	856422	856607	36458	36634	YHR027C	YHR200W	RPN1	RPN10	NAS1|HRD2	SUN1|MCB1	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152397	856422	854735	36458	34917	YHR027C	YIL075C	RPN1	RPN2	NAS1|HRD2	SEN3	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152398	856422	853712	36458	33991	YHR027C	YKL145W	RPN1	RPT1	NAS1|HRD2	YTA3|CIM5	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152399	856422	851557	36458	32047	YHR027C	YDL007W	RPN1	RPT2	NAS1|HRD2	YTA5|YHS4	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152400	856422	852003	36458	32456	YHR027C	YDR394W	RPN1	RPT3	NAS1|HRD2	YTA2|YNT1	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152401	856422	854433	36458	34649	YHR027C	YOR259C	RPN1	RPT4	NAS1|HRD2	PCS1|CRL13|SUG2	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152402	856422	854284	36458	34513	YHR027C	YOR117W	RPN1	RPT5	NAS1|HRD2	YTA1	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152403	856422	852834	36458	33200	YHR027C	YGL048C	RPN1	RPT6	NAS1|HRD2	SCB68|CIM3|SUG1|CRL3	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152404	851461	856742	31965	36755	YDL097C	YER021W	RPN6	RPN3	NAS4	SUN2	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152405	851461	856607	31965	36634	YDL097C	YHR200W	RPN6	RPN10	NAS4	SUN1|MCB1	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152406	851461	851408	31965	31914	YDL097C	YDL147W	RPN6	RPN5	NAS4	NAS5	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152407	851461	856223	31965	36274	YDL097C	YPR108W	RPN6	RPN7	NAS4	-	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152408	851461	854435	31965	34651	YDL097C	YOR261C	RPN6	RPN8	NAS4	-	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152409	851461	852037	31965	32485	YDL097C	YDR427W	RPN6	RPN9	NAS4	-	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152410	851461	850554	31965	31152	YDL097C	YFR004W	RPN6	RPN11	NAS4	MPR1	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152411	851461	850613	31965	31210	YDL097C	YFR052W	RPN6	RPN12	NAS4	NIN1	Co-purification	physical	Glickman MH (1998)	9741626	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152412	854776	854227	34955	34460	YIL035C	YOR061W	CKA1	CKA2	-	YOR29-12	Co-purification	physical	Bidwai AP (1994)	8135547	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152413	854776	852865	34955	33227	YIL035C	YGL019W	CKA1	CKB1	-	-	Co-purification	physical	Bidwai AP (1994)	8135547	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152414	854776	854204	34955	34441	YIL035C	YOR039W	CKA1	CKB2	-	-	Co-purification	physical	Bidwai AP (1994)	8135547	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152415	850623	854960	31217	35122	YLL036C	YML046W	PRP19	PRP39	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152416	850623	852896	31217	33256	YLL036C	YGR013W	PRP19	SNU71	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152417	850623	853857	31217	34120	YLL036C	YKL012W	PRP19	PRP40	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152418	850623	851821	31217	32286	YLL036C	YDR235W	PRP19	PRP42	PSO4	MUD16|SNU65	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152419	850623	856486	31217	36521	YLL036C	YHR086W	PRP19	NAM8	PSO4	MRE2|MUD15	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152420	850623	851827	31217	32291	YLL036C	YDR240C	PRP19	SNU56	PSO4	MUD10	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152421	850623	854749	31217	34931	YLL036C	YIL061C	PRP19	SNP1	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152422	850623	852416	31217	32821	YLL036C	YBR119W	PRP19	MUD1	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152423	850623	851005	31217	31562	YLL036C	YLR298C	PRP19	YHC1	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152424	850623	851471	31217	31973	YLL036C	YDL087C	PRP19	LUC7	PSO4	EXM2|EPE1	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152425	850623	854956	31217	35119	YLL036C	YML049C	PRP19	RSE1	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152426	850623	855332	31217	35468	YLL036C	YMR288W	PRP19	HSH155	PSO4	-	Co-purification	physical	Stevens SW (2002)	11804584	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
