#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
146993	851163	855701	31701	35797	YLR442C	YNL030W	SIR3	HHF2	STE8|CMT1|MAR2	-	Protein-peptide	physical	Carmen AA (2002)	11714726	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147658	851884	851415	32342	31921	YDR289C	YDL140C	RTT103	RPO21	-	SUA8|RPB220|RPB1	Protein-peptide	physical	Kim M (2004)	15565157	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147742	855320	851415	35456	31921	YMR277W	YDL140C	FCP1	RPO21	-	SUA8|RPB220|RPB1	Protein-peptide	physical	Kong SE (2005)	15563457	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148759	854740	854950	34922	35113	YIL070C	YML054C	MAM33	CYB2	-	-	Protein-peptide	physical	Seytter T (1998)	9559539	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148869	851814	851415	32280	31921	YDR228C	YDL140C	PCF11	RPO21	-	SUA8|RPB220|RPB1	Protein-peptide	physical	Dichtl B (2002)	12145212	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148891	850485	850485	31088	31088	YFL059W	YFL059W	SNZ3	SNZ3	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148892	855383	855383	35508	35508	YNL333W	YNL333W	SNZ2	SNZ2	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148893	850445	850445	31057	31057	YCR084C	YCR084C	TUP1	TUP1	CRT4|UMR7|FLK1|ROX4|AER2|CYC9|AAR1|AMM1|SFL2	CRT4|UMR7|FLK1|ROX4|AER2|CYC9|AAR1|AMM1|SFL2	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148894	856700	856700	36716	36716	YEL015W	YEL015W	EDC3	EDC3	LSM16|DCP3	LSM16|DCP3	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148895	850623	850623	31217	31217	YLL036C	YLL036C	PRP19	PRP19	PSO4	PSO4	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148896	853830	853830	34096	34096	YKL035W	YKL035W	UGP1	UGP1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148897	855323	855323	35459	35459	YMR280C	YMR280C	CAT8	CAT8	DIL1|MSP8	DIL1|MSP8	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148898	851708	851708	32186	32186	YDR130C	YDR130C	FIN1	FIN1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148899	855820	855820	35908	35908	YPL255W	YPL255W	BBP1	BBP1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148900	853041	853041	33386	33386	YGR140W	YGR140W	CBF2	CBF2	NDC10|CSL5|CEP2|CTF14	NDC10|CSL5|CEP2|CTF14	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148901	855708	855708	35803	35803	YNL023C	YNL023C	FAP1	FAP1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148902	856014	856014	36090	36090	YPL091W	YPL091W	GLR1	GLR1	LPG17	LPG17	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148903	855224	855224	35364	35364	YMR186W	YMR186W	HSC82	HSC82	HSP90	HSP90	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148904	852364	852364	32775	32775	YBR072W	YBR072W	HSP26	HSP26	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148905	851751	851751	32224	32224	YDR171W	YDR171W	HSP42	HSP42	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148906	855836	855836	35923	35923	YPL240C	YPL240C	HSP82	HSP82	HSP90	HSP90	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148907	851726	851726	32202	32202	YDR148C	YDR148C	KGD2	KGD2	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148908	850530	850530	31131	31131	YFL016C	YFL016C	MDJ1	MDJ1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148909	856186	856186	36245	36245	YPR072W	YPR072W	NOT5	NOT5	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148910	851691	851691	32170	32170	YDR113C	YDR113C	PDS1	PDS1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148911	850594	850594	31191	31191	YFR034C	YFR034C	PHO4	PHO4	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148912	850893	850893	31466	31466	YLR196W	YLR196W	PWP1	PWP1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148913	853478	853478	33775	33775	YJR021C	YJR021C	REC107	REC107	MER2	MER2	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148914	851748	851748	32221	32221	YDR170C	YDR170C	SEC7	SEC7	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148915	856613	856613	36640	36640	YHR206W	YHR206W	SKN7	SKN7	BRY1|POS9	BRY1|POS9	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148916	854835	854835	35010	35010	YIR018W	YIR018W	YAP5	YAP5	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148917	851859	851859	32322	32322	YDR266C	YDR266C	YDR266C	YDR266C	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148918	852133	852133	32571	32571	YDR520C	YDR520C	URC2	URC2	RRT4	RRT4	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148919	852811	852811	33179	33179	YGL068W	YGL068W	MNP1	MNP1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148920	856376	856376	36413	36413	YHL010C	YHL010C	ETP1	ETP1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148921	854684	854684	34869	34869	YIL122W	YIL122W	POG1	POG1	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148922	855138	855138	35287	35287	YMR111C	YMR111C	YMR111C	YMR111C	-	-	Protein-peptide	physical	Marino-Ramirez L (2002)	11967834	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148955	850450	855630	31060	35730	YCR088W	YNL094W	ABP1	APP1	-	-	Protein-peptide	physical	Fazi B (2002)	11668184	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148956	850450	855618	31060	35718	YCR088W	YNL106C	ABP1	INP52	-	SJL2	Protein-peptide	physical	Fazi B (2002)	11668184	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149502	855827	851996	35914	32449	YPL249C	YDR388W	GYP5	RVS167	-	-	Protein-peptide	physical	Friesen H (2005)	15802519	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149503	855230	851996	35370	32449	YMR192W	YDR388W	GYL1	RVS167	APP2	-	Protein-peptide	physical	Friesen H (2005)	15802519	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150144	852881	853760	33242	34032	YGL003C	YKL101W	CDH1	HSL1	HCT1	NIK1|ELM2	Protein-peptide	physical	Burton JL (2005)	15916960	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150333	852724	850888	33101	31461	YGL153W	YLR191W	PEX14	PEX13	-	PAS20	Protein-peptide	physical	Schell-Steven A (2005)	15798189	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
151169	852385	850454	32794	31064	YBR088C	YCR092C	POL30	MSH3	-	-	Protein-peptide	physical	Clark AB (2000)	11005803	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202145	855739	850620	35831	31215	YNR006W	YLL039C	VPS27	UBI4	GRD11|VPL23|VPT27|SSV17|DID7	SCD2|UB14	Protein-peptide	physical	Swanson KA (2003)	12970172	559292	559292	Low Throughput	-	-	-	Ubiquitin (Ubi4p) changes the NMR spectrum of Vps27p	-	BioGRID
202146	850620	855739	31215	35831	YLL039C	YNR006W	UBI4	VPS27	SCD2|UB14	GRD11|VPL23|VPT27|SSV17|DID7	Protein-peptide	physical	Swanson KA (2003)	12970172	559292	559292	Low Throughput	-	-	-	Vps27p changes the NMR spectrum of ubiquitin (Ubi4p).	-	BioGRID
202403	852499	851190	32897	31724	YBR200W	YAL041W	BEM1	CDC24	SRO1	CLS4	Protein-peptide	physical	Hertveldt K (2006)	16802101	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
205677	856716	851410	36729	31916	YEL002C	YDL145C	WBP1	COP1	-	SEC33|RET1|SOO1	Protein-peptide	physical	Letourneur F (1994)	8001155	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
205678	856716	855429	36729	35550	YEL002C	YNL287W	WBP1	SEC21	-	-	Protein-peptide	physical	Letourneur F (1994)	8001155	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
205679	856716	852740	36729	33115	YEL002C	YGL137W	WBP1	SEC27	-	-	Protein-peptide	physical	Letourneur F (1994)	8001155	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
240071	12125	4170	198352	110338	RP23-134I15.1	-	Bcl2l11	MCL1	Bim|1500006F24Rik|Bod	Mcl-1|MCL1L|BCL2L3|TM|mcl1/EAT|EAT|bcl2-L-3|MCL1-ES|MCL1S	Protein-peptide	physical	Chen L (2005)	15694340	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
240072	12125	597	198352	107069	RP23-134I15.1	-	Bcl2l11	BCL2A1	Bim|1500006F24Rik|Bod	BFL1|GRS|ACC-2|BCL2L5|HBPA1|ACC-1	Protein-peptide	physical	Chen L (2005)	15694340	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
240073	12125	599	198352	107071	RP23-134I15.1	-	Bcl2l11	BCL2L2	Bim|1500006F24Rik|Bod	BCLW|BCL2-L-2|PPP1R51|BCL-W	Protein-peptide	physical	Chen L (2005)	15694340	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
240074	12125	598	198352	107070	RP23-134I15.1	RP5-857M17.3	Bcl2l11	BCL2L1	Bim|1500006F24Rik|Bod	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	Protein-peptide	physical	Chen L (2005)	15694340	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
240075	12125	596	198352	107068	RP23-134I15.1	-	Bcl2l11	BCL2	Bim|1500006F24Rik|Bod	Bcl-2|PPP1R50	Protein-peptide	physical	Chen L (2005)	15694340	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
240076	596	638	107068	107107	-	-	BCL2	BIK	Bcl-2|PPP1R50	BIP1|NBK|BP4	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240077	596	8739	107068	114276	-	-	BCL2	HRK	Bcl-2|PPP1R50	HARAKIRI|DP5	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240078	596	637	107068	107106	-	-	BCL2	BID	Bcl-2|PPP1R50	FP497	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240079	596	5366	107068	111379	-	-	BCL2	PMAIP1	Bcl-2|PPP1R50	NOXA|APR	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240080	598	638	107070	107107	RP5-857M17.3	-	BCL2L1	BIK	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	BIP1|NBK|BP4	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240081	598	637	107070	107106	RP5-857M17.3	-	BCL2L1	BID	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	FP497	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240082	598	5366	107070	111379	RP5-857M17.3	-	BCL2L1	PMAIP1	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	NOXA|APR	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240083	599	572	107071	107048	-	-	BCL2L2	BAD	BCLW|BCL2-L-2|PPP1R51|BCL-W	BBC2|BCL2L8	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240084	599	8739	107071	114276	-	-	BCL2L2	HRK	BCLW|BCL2-L-2|PPP1R51|BCL-W	HARAKIRI|DP5	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240085	599	637	107071	107106	-	-	BCL2L2	BID	BCLW|BCL2-L-2|PPP1R51|BCL-W	FP497	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240086	599	5366	107071	111379	-	-	BCL2L2	PMAIP1	BCLW|BCL2-L-2|PPP1R51|BCL-W	NOXA|APR	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240087	4170	90427	110338	124716	-	-	MCL1	BMF	Mcl-1|MCL1L|BCL2L3|TM|mcl1/EAT|EAT|bcl2-L-3|MCL1-ES|MCL1S	-	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
240088	4170	572	110338	107048	-	-	MCL1	BAD	Mcl-1|MCL1L|BCL2L3|TM|mcl1/EAT|EAT|bcl2-L-3|MCL1-ES|MCL1S	BBC2|BCL2L8	Protein-peptide	physical	Chen L (2005)	15694340	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
